2017	D	K600	53.5528727470779	53.8468457106948
2017	D	K600	57.1599606807422	51.9911008781916
2017	D	K600	60.7393011211777	49.7908409303198
2017	D	K600	64.2806221411087	47.1052662536547
2017	D	K600	67.7672169285629	43.7104731062855
2017	D	K600	71.1702850258981	39.2330229266399
2017	D	K600	74.4367212369969	33.0191823590781
2017	D	K600	77.4612247561731	23.8874532204983
2017	D	K600	80.0233300489539	9.80882161684817
2017	D	K600	81.6859141110749	-11.4653193232273
2017	D	K600	81.8778026938461	-37.8092269767592
2017	D	K600	80.5099415082924	-60.74761508461
2017	D	K600	78.1089675364651	-76.3338985350439
2017	D	K600	75.1680852583207	-86.3932501407806
2017	D	K600	71.9487623679261	-93.1496299567431
2017	D	K600	68.5755089713324	-97.9556500750737
2017	D	K600	65.1101181837703	-101.559645135825
2017	D	K600	61.5855370044748	-104.38484166318
2017	D	K600	58.0205862338286	-106.682113771469
2017	D	K600	54.4266797696906	-108.607551803335
2017	D	K600	50.8111041770593	-110.262639176013
2017	D	K600	47.1787259669428	-111.715951847755
2017	D	K600	43.5329326196281	-113.015416845605
2017	D	K600	39.8761775010114	-114.19553747835
2017	D	K600	36.2103089622478	-115.281818996804
2017	D	K600	32.5367762850763	-116.293574711274
2017	D	K600	28.8567624146659	-117.245761374176
2017	D	K600	25.1712715595811	-118.150214127128
2017	D	K600	21.4811879839614	-119.016499680476
2017	D	K600	17.7873159160504	-119.852520917632
2017	D	K600	14.0904067312612	-120.664956566468
2017	D	K600	10.3911773966425	-121.459589859287
2017	D	K600	6.69032289734279	-122.241562094898
2017	D	K600	2.98852453817356	-123.015575778086
2017	D	K600	-0.713544455345786	-123.78606501286
2017	D	K600	-4.41521496720332	-124.557346601977
2017	D	K600	-8.11581866735344	-125.333762898528
2017	D	K600	-11.8146845475386	-126.11982643295
2017	D	K600	-15.5111344200045	-126.920376593657
2017	D	K600	-19.2044764362327	-127.740760047378
2017	D	K600	-22.8939954115159	-128.587049616259
2017	D	K600	-26.5789384375836	-129.466321416755
2017	D	K600	-30.2584935867624	-130.387018291045
2017	D	K600	-33.9317586177676	-131.359440856969
2017	D	K600	-37.597695021091	-132.396428988033
2017	D	K600	-41.2550601227464	-133.514331936389
2017	D	K600	-44.9023054813417	-134.73442528944
2017	D	K600	-48.5374218802612	-136.085037054568
2017	D	K600	-52.1576967508832	-137.604832240936
2017	D	K600	-55.7593222356309	-139.348053159577
2017	D	K600	-59.3367375209038	-141.393184833859
2017	D	K600	-62.8814747505123	-143.857866451261
2017	D	K600	-66.3800255914698	-146.925690611819
2017	D	K600	-69.8096542539291	-150.896566745838
2017	D	K600	-73.1296190816497	-156.284952953502
2017	D	K600	-76.261549320053	-164.011411700551
2017	D	K600	-79.0442791172359	-175.719523680879
2017	D	K600	-81.1433567249969	166.188504586377
2017	D	K600	-82.0015843381657	141.199499721535
2017	D	K600	-81.2458498460423	115.900376725761
2017	D	K600	-79.2094249463824	97.3048570429337
2017	D	K600	-76.4573039796536	85.2469071800423
2017	D	K600	-73.3393927816206	77.3143427129841
2017	D	K600	-70.0251079466827	71.8036118565716
2017	D	K600	-66.5965600747271	67.7566209671182
